iso3,analysis_type,hazard,frequency,return_period,displacement,displacement_over_pop,population
ALB,Hybrid,Total,0.0521931133697248,19.159615808243,46927.8113667938,0.0161613842224726,2903700
ALB,Hybrid,Total,0.0394754435342948,25.3322042887558,60452.3629636383,0.0208190801266103,2903700
ALB,Hybrid,Total,0.0287994489650411,34.7228865807077,77874.6777539555,0.0268191196590404,2903700
ALB,Hybrid,Total,0.01996363703537,50.0910729957813,100318.0874655,0.0345483650051658,2903700
ALB,Hybrid,Total,0.0127665151186875,78.3299115461989,129229.666985357,0.044505171672472,2903700
ALB,Hybrid,Total,0.00731471895286237,136.71065237697,166473.536837408,0.0573315207622716,2903700
ALB,Hybrid,Total,0.00340056426490072,294.068843315683,214451.055347037,0.0738544117322854,2903700
ALB,Hybrid,Total,0.0015807351621786,632.617040429328,276255.650075933,0.0951391845149062,2903700
ALB,Hybrid,Total,0.00058541968793984,1708.17623766484,355872.271532427,0.122558209020363,2903700
ALB,Hybrid,Total,0.000161798436960178,6180.52942159215,458434.32925567,0.157879370890819,2903700
ALB,Hybrid,Total,0.0000193059158259596,51797.5945308616,590554.676640341,0.203380058766519,2903700
ALB,Hybrid,Total,0.00000203223738427937,492068.499347382,760751.985280049,0.261994002576041,2903700
ALB,Hybrid,Total,0.00000008094,12354830.7388189,980000,0.337500430485243,2903700
ARG,Hybrid,Total,12,0.0833333333333333,3,0.0000000684193000171938,43847277
ARG,Hybrid,Total,11.1428102425542,0.0897439674760875,3.92919592420978,0.0000000896109449216146,43847277
ARG,Hybrid,Total,10.3057216835079,0.0970334762290626,5.14619353694225,0.000000117366319850198,43847277
ARG,Hybrid,Total,9.57985100443318,0.104385757099692,6.74013422351607,0.000000153718421864967,43847277
ARG,Hybrid,Total,8.98034935781329,0.111354242486119,8.82776930655541,0.000000201329932222596,43847277
ARG,Hybrid,Total,8.40587054843997,0.118964477770311,11.5620117263939,0.000000263688249703486,43847277
ARG,Hybrid,Total,7.85585825485509,0.127293539109107,15.1431364503375,0.000000345360931998981,43847277
ARG,Hybrid,Total,7.32975615560052,0.136430186594396,19.8334500068063,0.000000452330255463898,43847277
ARG,Hybrid,Total,6.82700792921812,0.146477052666105,25.9765036432539,0.000000592431398721839,43847277
ARG,Hybrid,Total,6.34705725424975,0.157553329037711,34.0222574134312,0.000000775926345743915,43847277
ARG,Hybrid,Total,5.88934780923729,0.169798088411679,44.56003838709,0.00000101625554506133,43847277
ARG,Hybrid,Total,5.4533232727226,0.183374421428852,58.3617070710618,0.00000133102238187019,43847277
ARG,Hybrid,Total,5.03842732324753,0.198474630245425,76.4381938511805,0.00000174328257262544,43847277
ARG,Hybrid,Total,4.64410363935397,0.215326805268951,100.113546578005,0.00000228323292636861,43847277
ARG,Hybrid,Total,4.26979589958377,0.234203232078958,131.121913057495,0.00000299042316943638,43847277
ARG,Hybrid,Total,3.9149477824788,0.255431248527876,171.734562120032,0.00000391665284300396,43847277
ARG,Hybrid,Total,3.57900296658093,0.279407424173027,224.926247175994,0.00000512976546242527,43847277
ARG,Hybrid,Total,3.26140513043202,0.3066163080045,294.593097883906,0.00000671861784903783,43847277
ARG,Hybrid,Total,2.96159795257393,0.337655554877359,385.837999835259,0.00000879958862292085,43847277
ARG,Hybrid,Total,2.67902511154854,0.373270110716498,505.344365452652,0.0000115251025839678,43847277
ARG,Hybrid,Total,2.4131302858977,0.414399506667329,661.865673686312,0.000015094795366342,43847277
ARG,Hybrid,Total,2.16335715416329,0.462244524939186,866.866635807539,0.0000197701361434038,43847277
ARG,Hybrid,Total,1.92914939488717,0.518363172209629,1135.36295074948,0.0000258935794519117,43847277
ARG,Hybrid,Total,1.70995068661121,0.58481218659107,1487.02115952788,0.0000339136489485511,43847277
ARG,Hybrid,Total,1.50520470787726,0.664361461777692,1947.59915974355,0.0000444177904079095,43847277
ARG,Hybrid,Total,1.3143551372272,0.760829376837699,2550.83289348624,0.0000581754003443872,43847277
ARG,Hybrid,Total,1.13684565320289,0.87962688442591,3340.9074028088,0.0000761941819741463,43847277
ARG,Hybrid,Total,0.972119934346204,1.02867965635593,4375.69325009287,0.0000997939564204379,43847277
ARG,Hybrid,Total,0.819621659198998,1.22007512707422,5730.98536128572,0.000130703335609318,43847277
ARG,Hybrid,Total,0.70097600713599,1.42658235063672,7506.05477442325,0.000171186337852251,43847277
ARG,Hybrid,Total,0.597990330696736,1.672267842249,9830.91994218642,0.000224208220323155,43847277
ARG,Hybrid,Total,0.505567009014056,1.97797716656823,12875.8701893572,0.000293652675156024,43847277
ARG,Hybrid,Total,0.423151838355742,2.36321790278813,16863.9388895588,0.000384606298118782,43847277
ARG,Hybrid,Total,0.350190614989586,2.85558766339223,22087.2399836591,0.000503731166331243,43847277
ARG,Hybrid,Total,0.286129135183381,3.49492546209632,28928.3644402788,0.000659752815215385,43847277
ARG,Hybrid,Total,0.23041319520492,4.34002922059494,37888.4038842663,0.000864099357510075,43847277
ARG,Hybrid,Total,0.182488591321997,5.47979461486184,49623.6540389577,0.00113173855788029,43847277
ARG,Hybrid,Total,0.141801119802402,7.05213048665261,64993.6863980896,0.0014822741762981,43847277
ARG,Hybrid,Total,0.10779657691393,9.27673242164683,85124.3092315809,0.00194138188402397,43847277
ARG,Hybrid,Total,0.0799207589243731,12.5123936941874,111490.029627967,0.00254268992868057,43847277
ARG,Hybrid,Total,0.057619462101524,17.3552470558997,146022.056668078,0.00333024230143363,43847277
ARG,Hybrid,Total,0.0395719949962085,25.2703964027038,191249.756634981,0.00436172482580802,43847277
ARG,Hybrid,Total,0.0249002436383726,40.160249615347,250485.921425427,0.00571269046936317,43847277
ARG,Hybrid,Total,0.0138169804475756,72.3747134038585,328069.42051224,0.00748209336949795,43847277
ARG,Hybrid,Total,0.00812724248209879,123.042963490091,429683.009978185,0.0097995369239961,43847277
ARG,Hybrid,Total,0.00464219804834238,215.415195471265,562769.577169492,0.0128347668469696,43847277
ARG,Hybrid,Total,0.0026249918835898,380.953558847752,737077.309627878,0.0168101045277653,43847277
ARG,Hybrid,Total,0.00123886559686599,807.190063659643,965373.720272455,0.0220167313986785,43847277
ARG,Hybrid,Total,0.000271008576032615,3689.92012961115,1264380.82901125,0.0288360170920363,43847277
ARG,Hybrid,Total,0.000001427,700770.847932726,1656000,0.037767453609491,43847277
BLZ,Hybrid,Total,2.5,0.4,3,0.00000817567899014013,366942
BLZ,Hybrid,Total,2.33139791525555,0.42892720863156,3.76704498585823,0.0000102660501819313,366942
BLZ,Hybrid,Total,2.16596453342135,0.461688076868186,4.7302093084932,0.0000128908909541377,366942
BLZ,Hybrid,Total,2.00686855740765,0.498288737600105,5.93963708587307,0.0000161868553773432,366942
BLZ,Hybrid,Total,1.88626441208062,0.530148368169107,7.45829336738524,0.000020325537462011,366942
BLZ,Hybrid,Total,1.77187376394596,0.564374291412839,9.3652422108894,0.0000255224046603807,366942
BLZ,Hybrid,Total,1.6621302974446,0.601637550038902,11.7597629039596,0.0000320480155009773,366942
BLZ,Hybrid,Total,1.55694389375765,0.642283902463898,14.7665186274142,0.0000402421053665544,366942
BLZ,Hybrid,Total,1.45622443406622,0.686707334808067,18.5420466513275,0.0000505312737471521,366942
BLZ,Hybrid,Total,1.35988179955142,0.735358029153614,23.2829079551442,0.000063451193799413,366942
BLZ,Hybrid,Total,1.26782587139435,0.7887518487852,29.2359205562082,0.0000796745004829325,366942
BLZ,Hybrid,Total,1.17996653077612,0.84748166487591,36.7110093127379,0.000100045809181663,366942
BLZ,Hybrid,Total,1.09621365887784,0.912230924967369,46.0973411857813,0.000125625687944638,366942
BLZ,Hybrid,Total,1.01647713688062,0.983789958197005,57.8835859917644,0.000157745872622279,366942
BLZ,Hybrid,Total,0.940666845965569,1.06307563011167,72.6833574579231,0.000198078599500529,366942
BLZ,Hybrid,Total,0.868692667313786,1.15115510654907,91.2671590890701,0.000248723665018096,366942
BLZ,Hybrid,Total,0.800464482106383,1.24927466783854,114.602498006669,0.0003123177450569,366942
BLZ,Hybrid,Total,0.735892171524468,1.35889473851639,143.90425516095,0.000392171665170381,366942
BLZ,Hybrid,Total,0.674885616749149,1.48173257094571,180.697934282573,0.000492442768291918,366942
BLZ,Hybrid,Total,0.617354698961532,1.61981434932321,226.899082431368,0.000618351353705403,366942
BLZ,Hybrid,Total,0.563209299342727,1.77553886480037,284.913016922973,0.00077645245549153,366942
BLZ,Hybrid,Total,0.512359299073841,1.95175534396982,357.760050601808,0.000974977109738891,366942
BLZ,Hybrid,Total,0.464714579335981,2.15185846208844,449.232734919975,0.00122426087752281,366942
BLZ,Hybrid,Total,0.420185021310255,2.37990396916511,564.09330718789,0.00153728193335157,366942
BLZ,Hybrid,Total,0.37868050617777,2.64074855633195,708.321621466108,0.00193033673296082,366942
BLZ,Hybrid,Total,0.340110915119635,2.94021731013321,889.426470839624,0.00242388843697267,366942
BLZ,Hybrid,Total,0.304386129316958,3.28530081920618,1116.83650908866,0.00304363226092587,366942
BLZ,Hybrid,Total,0.271416029950844,3.68438076476584,1402.39112386195,0.00382183321577238,366942
BLZ,Hybrid,Total,0.241110498202403,4.1474759807453,1760.95681711874,0.00479900588408724,366942
BLZ,Hybrid,Total,0.213379415252743,4.68648767649646,2211.20118274668,0.00602602368425168,366942
BLZ,Hybrid,Total,0.18813266228297,5.31539812313878,2776.56477606321,0.00756676743480771,366942
BLZ,Hybrid,Total,0.166996829744419,5.9881376283038,3486.48147252649,0.00950145110814922,366942
BLZ,Hybrid,Total,0.148823316815979,6.71937718762513,4377.91084978951,0.0119307979184435,366942
BLZ,Hybrid,Total,0.132279543468393,7.55974789283228,5497.26237174463,0.0149812841586535,366942
BLZ,Hybrid,Total,0.116923454737664,8.55260394284157,6902.81155114258,0.0188117237905243,366942
BLZ,Hybrid,Total,0.102286967991823,9.77641648425768,8667.73388068529,0.0236215365934815,366942
BLZ,Hybrid,Total,0.0879832422764703,11.365800738028,10883.914484663,0.0296611303275804,366942
BLZ,Hybrid,Total,0.073812411592506,13.5478570395541,13666.7318286531,0.0372449374251329,366942
BLZ,Hybrid,Total,0.0595331273734932,16.7973705417203,17161.0645360656,0.0467677849253168,366942
BLZ,Hybrid,Total,0.0441881907104231,22.6304807669828,21548.8340375251,0.0587254499008702,366942
BLZ,Hybrid,Total,0.0276188486416507,36.2071574009044,27058.4757373834,0.0737404705304473,366942
BLZ,Hybrid,Total,0.0160722743854735,62.2189477367202,33976.8317838255,0.0925945565888492,366942
BLZ,Hybrid,Total,0.00968826246772114,103.217682565037,42664.0846022027,0.116269286705263,366942
BLZ,Hybrid,Total,0.00551934135297846,181.181038831809,53572.5086589863,0.145997211164125,366942
BLZ,Hybrid,Total,0.00297852253993584,335.736925469612,67270.0167078935,0.183326020755033,366942
BLZ,Hybrid,Total,0.00113313567642817,882.506853152984,84469.7263793565,0.230199122420864,366942
BLZ,Hybrid,Total,0.000132283347782436,7559.53048334308,106067.086404724,0.289056816621493,366942
BLZ,Hybrid,Total,0.00000653197391841936,153093.079134949,133186.495335169,0.362963343894046,366942
BLZ,Hybrid,Total,0.000000280158697310396,3569405.51765942,167239.839812125,0.455766414888797,366942
BLZ,Hybrid,Total,0.000000000000001248,801282051282051,210000,0.572297529309809,366942
BOL,Hybrid,Total,9,0.111111111111111,3,0.000000275522523874486,10888402
BOL,Hybrid,Total,8.05702955230662,0.124115220567078,4.03322946094535,0.000000370415186814865,10888402
BOL,Hybrid,Total,7.1409886633363,0.140036631781011,5.42231329487917,0.000000497989814747763,10888402
BOL,Hybrid,Total,6.27880689181209,0.159265926987507,7.28981124246076,0.000000669502397363797,10888402
BOL,Hybrid,Total,5.49741379645705,0.181903716370137,9.80049382260778,0.000000900085597740401,10888402
BOL,Hybrid,Total,4.84949247505408,0.206207145416562,13.1758801390515,0.00000121008391672639,10888402
BOL,Hybrid,Total,4.3383325617031,0.230503306461004,17.7137826502358,0.00000162684870105235,10888402
BOL,Hybrid,Total,3.8809273138407,0.257670375952072,23.8145833499045,0.00000218715136986167,10888402
BOL,Hybrid,Total,3.47019680935655,0.288168093897078,32.0165597223244,0.00000294042778015768,10888402
BOL,Hybrid,Total,3.09906112614029,0.322678372351256,43.0433773033984,0.00000395313998357136,10888402
BOL,Hybrid,Total,2.76044034208157,0.362261043919511,57.8679391462175,0.00000531464021499367,10888402
BOL,Hybrid,Total,2.49496304026988,0.400807540576565,77.7982256695723,0.00000714505449647912,10888402
BOL,Hybrid,Total,2.25902343600631,0.44266915697337,104.592698593265,0.00000960588143175325,10888402
BOL,Hybrid,Total,2.04423998383366,0.489179356586427,140.615451122044,0.0000129142413296317,10888402
BOL,Hybrid,Total,1.84879492591413,0.540892873505456,189.044793376516,0.0000173620328654761,10888402
BOL,Hybrid,Total,1.67087050440991,0.598490426014891,254.15367669483,0.0000233416874849799,10888402
BOL,Hybrid,Total,1.50864896148319,0.662844721025677,341.686698817722,0.0000313807938775334,10888402
BOL,Hybrid,Total,1.36031253929617,0.735125179774793,459.366953361599,0.0000421886474582403,10888402
BOL,Hybrid,Total,1.22404348001104,0.816964443118457,617.57744322757,0.0000567188319486707,10888402
BOL,Hybrid,Total,1.09802402579001,0.910726884396282,830.277179480245,0.0000762533546685955,10888402
BOL,Hybrid,Total,0.982626937857186,1.01768022173369,1116.23279367678,0.000102515758848432,10888402
BOL,Hybrid,Total,0.878185888539596,1.1387110782012,1500.67432957684,0.000137823192932888,10888402
BOL,Hybrid,Total,0.780732807392444,1.28084792970323,2017.5213057779,0.000185290854046158,10888402
BOL,Hybrid,Total,0.690047874039815,1.44917481470612,2712.37545618279,0.000249106843794231,10888402
BOL,Hybrid,Total,0.605911268105797,1.65040667278924,3646.54419967383,0.000334901687104667,10888402
BOL,Hybrid,Total,0.528103169214476,1.8935693975998,4902.44983225461,0.000450245116983613,10888402
BOL,Hybrid,Total,0.456403756989938,2.19104243706313,6590.9016980853,0.000605313956821699,10888402
BOL,Hybrid,Total,0.390593211056269,2.56020834897701,8860.87296763745,0.000813790027924892,10888402
BOL,Hybrid,Total,0.330451711037558,3.02616075692325,11912.6446342565,0.00109406730521673,10888402
BOL,Hybrid,Total,0.275759436557888,3.62634915592481,16015.4764322186,0.00147087482921907,10888402
BOL,Hybrid,Total,0.226296567241349,4.41897997919467,21531.3637925,0.00197745856485644,10888402
BOL,Hybrid,Total,0.181843282712025,5.49924080277217,28946.9769274143,0.00265851471385923,10888402
BOL,Hybrid,Total,0.142179762594003,7.03334976620774,38916.6000496509,0.00357413328876459,10888402
BOL,Hybrid,Total,0.110969617597863,9.01147558806458,52319.8592800264,0.00480509989253027,10888402
BOL,Hybrid,Total,0.0875599187669623,11.4207506594594,70339.3326135724,0.0064600234831128,10888402
BOL,Hybrid,Total,0.0674122101270286,14.834107917774,94564.8895200981,0.00868491901016312,10888402
BOL,Hybrid,Total,0.0497156635667853,20.1143850500287,127133.966127834,0.0116760904059047,10888402
BOL,Hybrid,Total,0.0336634578133645,29.7058016304848,170920.152557869,0.0156974506045854,10888402
BOL,Hybrid,Total,0.0197319562299231,50.6792123572381,229786.731588557,0.0211038067467161,10888402
BOL,Hybrid,Total,0.0102218296147606,97.8298443319751,308927.53852577,0.0283721650363175,10888402
BOL,Hybrid,Total,0.00497584398921816,200.970931196162,415325.216559821,0.0381438172984264,10888402
BOL,Hybrid,Total,0.00180588987854247,553.743620738988,558367.299767525,0.05128092256031,10888402
BOL,Hybrid,Total,0.000381532997384119,2621.00527832779,750674.481150295,0.0689425758848998,10888402
BOL,Hybrid,Total,0.000112908754417563,8856.70916447952,1009214.14431841,0.0926870760574793,10888402
BOL,Hybrid,Total,0.000022315534729478,44811.832300798,1356797.40642259,0.12460941526797,10888402
BOL,Hybrid,Total,0.00000168527919901943,593373.490031707,1824091.75737261,0.167526121589983,10888402
BOL,Hybrid,Total,0.000000134677869371308,7425124.88999209,2452326.87176759,0.225223763024876,10888402
BOL,Hybrid,Total,0.00000000246868796664552,405073469.596407,3296932.32902699,0.302793038778968,10888402
BOL,Hybrid,Total,0.000000000011920436173279,83889547786.9855,4432428.20005828,0.407077934857501,10888402
BOL,Hybrid,Total,0.0000000000000001293,7733952049497290,5959000,0.547279573256021,10888402
BTN,Hybrid,Total,1,1,5,0.00000637671326343605,784103
BTN,Hybrid,Total,0.952594946647792,1.04976412432065,6.30363735634615,0.0000080392975876207,784103
BTN,Hybrid,Total,0.905633567866565,1.10419935333861,7.94716878406454,0.0000101353633184219,784103
BTN,Hybrid,Total,0.8595595382273,1.1633865433712,10.0192140048835,0.000012777930966829,784103
BTN,Hybrid,Total,0.814816532300978,1.22727014040336,12.631498336482,0.000016109488595863,784103
BTN,Hybrid,Total,0.771848224658579,1.29559150109122,15.9248769560944,0.0000203096748209029,784103
BTN,Hybrid,Total,0.734728669889009,1.36104665706194,20.0769298551306,0.0000256049649792573,784103
BTN,Hybrid,Total,0.703209250129923,1.42205182854925,25.3115370071085,0.0000322808827502363,784103
BTN,Hybrid,Total,0.67285300192256,1.48620872187933,31.9109500449094,0.0000406973956800438,784103
BTN,Hybrid,Total,0.643616905530315,1.55371928768098,40.2310113559174,0.000051308324742945,784103
BTN,Hybrid,Total,0.615457941216579,1.62480639704363,50.7203412133494,0.0000646858145082335,784103
BTN,Hybrid,Total,0.588333089244747,1.69971741906225,63.9445275198185,0.0000815511833519557,784103
BTN,Hybrid,Total,0.562199329878212,1.778728552054,80.6166224815665,0.000102813817166324,784103
BTN,Hybrid,Total,0.537013643380365,1.86215008189597,101.635590603452,0.000129620203727638,784103
BTN,Hybrid,Total,0.512733010014601,1.95033278620295,128.134781132444,0.000163415751670946,784103
BTN,Hybrid,Total,0.489314410044312,2.04367576239874,161.543038598743,0.000206022727369673,784103
BTN,Hybrid,Total,0.466714823732891,2.14263603628822,203.661746553741,0.000259738512100758,784103
BTN,Hybrid,Total,0.444891231343732,2.24774041281874,256.761958726973,0.000327459477552022,784103
BTN,Hybrid,Total,0.423800613140228,2.35960017280371,323.706854943991,0.000412837159077304,784103
BTN,Hybrid,Total,0.403399949385771,2.47892941365667,408.106124666053,0.000520475147609502,784103
BTN,Hybrid,Total,0.383646220343755,2.60656810095504,514.510602559718,0.000656177316704206,784103
BTN,Hybrid,Total,0.364496406277572,2.74351127412345,648.657650906322,0.000827260769192723,784103
BTN,Hybrid,Total,0.345907487450616,2.89094638387314,817.780519946567,0.00104295037762458,784103
BTN,Hybrid,Total,0.32783644412628,3.050301508318,1030.99836696547,0.00131487619224192,784103
BTN,Hybrid,Total,0.310240256567956,3.2233083193733,1299.80796406708,0.00165770053687727,784103
BTN,Hybrid,Total,0.293075905039039,3.4120853431018,1638.7036076739,0.00208990860597893,784103
BTN,Hybrid,Total,0.27630036980292,3.61924958954373,2065.95865546248,0.00263480519199962,784103
BTN,Hybrid,Total,0.259870631122994,3.84806853963699,2604.610831448,0.00332177128699673,784103
BTN,Hybrid,Total,0.242098868340305,4.13054388422154,3283.70442717188,0.00418784831479012,784103
BTN,Hybrid,Total,0.222056184001105,4.50336478805304,4139.85637886398,0.00527973541596446,784103
BTN,Hybrid,Total,0.202371478199617,4.94140779568558,5219.23066394298,0.00665630747993947,784103
BTN,Hybrid,Total,0.18310334318246,5.46139673159061,6580.02747692366,0.00839178969717455,784103
BTN,Hybrid,Total,0.164310371196254,6.0860430946601,8295.62140186402,0.0105797598043421,784103
BTN,Hybrid,Total,0.146051154487618,6.84691609257205,10458.5177925789,0.013338193824764,784103
BTN,Hybrid,Total,0.128384285303172,7.78911529272104,13185.3406898623,0.0168158273719936,784103
BTN,Hybrid,Total,0.111368355889535,8.97921130300145,16623.1212257534,0.0212001755199934,784103
BTN,Hybrid,Total,0.095061958493326,10.5194550569901,20957.2255875459,0.0267276436737851,784103
BTN,Hybrid,Total,0.0795236853611649,12.574869932881,26421.3500198056,0.0336962746218362,784103
BTN,Hybrid,Total,0.0648121287396709,15.4292108505905,33310.1217979887,0.042481819095181,784103
BTN,Hybrid,Total,0.0509858808754634,19.6132729851735,41994.9856220484,0.0535579963627845,784103
BTN,Hybrid,Total,0.0381035340151618,26.2442848372565,52944.2320292728,0.0675220373207,784103
BTN,Hybrid,Total,0.0262236804053855,38.1334726682618,66748.2477645566,0.0851268873662728,784103
BTN,Hybrid,Total,0.015404912292754,64.9143585497963,84151.3496158615,0.107321805446302,784103
BTN,Hybrid,Total,0.00570582192388668,175.259588073303,106091.918205098,0.135303548392364,784103
BTN,Hybrid,Total,0.000830738058110742,1203.74887154465,133752.995760815,0.170580900418459,784103
BTN,Hybrid,Total,0.000446176759633854,2241.26420394606,168626.076120217,0.215056027231393,784103
BTN,Hybrid,Total,0.00015533655979919,6437.63452269538,212591.526537094,0.271127041392641,784103
BTN,Hybrid,Total,0.0000270692726324572,36942.2560250459,268019.977664376,0.341817309287652,784103
BTN,Hybrid,Total,0.00000429430681407088,232866.453957915,337900.148690444,0.430938471974274,784103
BTN,Hybrid,Total,0.0000002144,4664179.10447761,426000,0.543295970044752,784103
CHL,Hybrid,Total,20,0.05,3,0.000000165454710909256,18131850
CHL,Hybrid,Total,18.9909030343395,0.0526567903691462,4.05453275710792,0.0000002236138483998,18131850
CHL,Hybrid,Total,17.9841777681681,0.0556044325679429,5.47974529282038,0.000000302216557759985,18131850
CHL,Hybrid,Total,16.9821959009746,0.0588851998782212,7.40593559678272,0.000000408448977726085,18131850
CHL,Hybrid,Total,15.9873291322482,0.062549534805216,10.009202824729,0.000000552023253265883,18131850
CHL,Hybrid,Total,15.0019491614777,0.0666580048523176,13.527546908467,0.000000746065454350604,18131850
CHL,Hybrid,Total,14.0284276881522,0.0712838261157777,18.2826273545645,0.00000100831560787038,18131850
CHL,Hybrid,Total,13.0691364117607,0.0765161498429322,24.7091704983596,0.0000013627495538712,18131850
CHL,Hybrid,Total,12.1264470317921,0.0824643852711583,33.3947137288546,0.00000184177090196834,18131850
CHL,Hybrid,Total,11.2027312477356,0.0892639462543683,45.1333202426275,0.00000248917348437294,18131850
CHL,Hybrid,Total,10.30036075908,0.0970839782595457,60.9981751202583,0.00000336414514350484,18131850
CHL,Hybrid,Total,9.42170726531439,0.106137876272325,82.4396997162975,0.00000454667889466864,18131850
CHL,Hybrid,Total,8.56914246592775,0.116697791404001,111.418154328623,0.00000614488617149508,18131850
CHL,Hybrid,Total,7.74503806040908,0.129114923929397,150.582852153969,0.00000830488075700875,18131850
CHL,Hybrid,Total,6.95176574824738,0.143848345328971,203.514368905669,0.0000112241370243891,18131850
CHL,Hybrid,Total,6.19169722893163,0.161506605220835,275.051891756726,0.0000151695437452177,18131850
CHL,Hybrid,Total,5.46720420195085,0.182908843910233,371.735635010716,0.0000205018040084556,18131850
CHL,Hybrid,Total,4.78065836679402,0.20917621031988,502.404769711753,0.0000277084119773632,18131850
CHL,Hybrid,Total,4.13443142295014,0.24187122670581,679.005532041188,0.0000374482213365535,18131850
CHL,Hybrid,Total,3.53089506990822,0.283214306911135,917.683390639496,0.000050611680034828,18131850
CHL,Hybrid,Total,2.97242100715724,0.336426097646369,1240.25912266723,0.0000684022381978248,18131850
CHL,Hybrid,Total,2.4613809341862,0.406275999830406,1676.22374671874,0.0000924463718108599,18131850
CHL,Hybrid,Total,2.00014655048411,0.499963365063405,2265.43469643777,0.000124942280927637,18131850
CHL,Hybrid,Total,1.59108955553997,0.628500134714687,3061.75972859858,0.00016886085692296,18131850
CHL,Hybrid,Total,1.23658164884275,0.808680931773365,4138.0017046656,0.000228217291929152,18131850
CHL,Hybrid,Total,0.938994529881472,1.06496893025163,5592.55448684504,0.00030843816195507,18131850
CHL,Hybrid,Total,0.700699898145124,1.42714449173915,7558.39845427468,0.000416857543729662,18131850
CHL,Hybrid,Total,0.52457988175686,1.90628736399673,10215.2580413769,0.000563387522033157,18131850
CHL,Hybrid,Total,0.397061913695782,2.51849891794501,13806.0327836908,0.000761424387676426,18131850
CHL,Hybrid,Total,0.295528742175651,3.38376562847359,18659.0040557268,0.00102907337396497,18131850
CHL,Hybrid,Total,0.215859097101847,4.63265163908371,25217.8477196512,0.00139080390140285,18131850
