,iso3,analysis_type,hazard,frequency,return_period,displacement
0,ALB,Hybrid,Total,10.0,0.1,4.0
1,ALB,Hybrid,Total,9.133135384187,0.109491424131453,5.15279628032383
2,ALB,Hybrid,Total,8.27847422858428,0.12079520602324902,6.63782737662977
3,ALB,Hybrid,Total,7.4482199934021605,0.134260266330187,8.550843053932379
4,ALB,Hybrid,Total,6.6545761388509,0.150272531132641,11.015188070483902
5,ALB,Hybrid,Total,5.90974612514081,0.169212006543881,14.1897550291642
6,ALB,Hybrid,Total,5.22593341248217,0.19135337576470002,18.279229233245896
7,ALB,Hybrid,Total,4.671256602287469,0.21407515902900898,23.547286100064
8,ALB,Hybrid,Total,4.19224126536123,0.23853588968330397,30.3335920570327
9,ALB,Hybrid,Total,3.74932238399305,0.266714861402501,39.0757050800846
10,ALB,Hybrid,Total,3.34086955158173,0.299323270352341,50.337286946922795
11,ALB,Hybrid,Total,2.9652523615260202,0.337239424534297,64.8444462354242
12,ALB,Hybrid,Total,2.62084040722471,0.38155699875633897,83.5325553403881
13,ALB,Hybrid,Total,2.30600328207656,0.4336507271141,107.606560110974
14,ALB,Hybrid,Total,2.01911057948035,0.4952675748236471,138.618670669567
15,ALB,Hybrid,Total,1.7585318928348401,0.568656163743468,178.568442652395
16,ALB,Hybrid,Total,1.5226368155388201,0.656755432283522,230.03170177062
17,ALB,Hybrid,Total,1.30979494099104,0.76347828862689,296.326624310052
18,ALB,Hybrid,Total,1.15191308838158,0.8681210501783471,381.72768187643896
19,ALB,Hybrid,Total,1.0141727498056399,0.9860253099796271,491.741244817387
20,ALB,Hybrid,Total,0.8917710932566228,1.1213639997548501,633.46061429421
21,ALB,Hybrid,Total,0.781630867784096,1.27937629028773,816.023374266713
22,ALB,Hybrid,Total,0.683971445255955,1.4620493398313998,1051.2005518947
23,ALB,Hybrid,Total,0.606611458464925,1.64850166617454,1354.15557341935
24,ALB,Hybrid,Total,0.535592871578157,1.8670898233828999,1744.42195042375
25,ALB,Hybrid,Total,0.470604720595437,2.12492556116891,2247.16273436468
26,ALB,Hybrid,Total,0.411336041516555,2.4311023082565297,2894.7929447291604
27,ALB,Hybrid,Total,0.3574758703412971,2.79739160868469,3729.0695794770204
28,ALB,Hybrid,Total,0.30871324306945197,3.23925203226551,4803.78396454948
29,ALB,Hybrid,Total,0.264737195700807,3.7773309389064904,6188.23003600246
30,ALB,Hybrid,Total,0.22523676423515,4.43977253622764,7971.6721778254005
31,ALB,Hybrid,Total,0.18990098467227,5.26590213171246,10269.1006864649
32,ALB,Hybrid,Total,0.158418893011953,6.31237841009626,13228.6459548718
33,ALB,Hybrid,Total,0.130479525253988,7.66403769521254,17041.1294174961
34,ALB,Hybrid,Total,0.10577191739816198,9.45430530710389,21952.3670687477
35,ALB,Hybrid,Total,0.0845594493454897,11.8259994328279,28279.0188440366
36,ALB,Hybrid,Total,0.0671539510979251,14.8911565686103,36429.005777689905
37,ALB,Hybrid,Total,0.0521931133697248,19.159615808243,46927.8113667938
38,ALB,Hybrid,Total,0.0394754435342948,25.332204288755804,60452.3629636383
39,ALB,Hybrid,Total,0.0287994489650411,34.7228865807077,77874.6777539555
40,ALB,Hybrid,Total,0.019963637035369998,50.091072995781296,100318.0874655
41,ALB,Hybrid,Total,0.0127665151186875,78.3299115461989,129229.66698535699
42,ALB,Hybrid,Total,0.00731471895286237,136.71065237697,166473.536837408
43,ALB,Hybrid,Total,0.00340056426490072,294.068843315683,214451.05534703698
44,ALB,Hybrid,Total,0.0015807351621786,632.617040429328,276255.650075933
45,ALB,Hybrid,Total,0.0005854196879398401,1708.17623766484,355872.27153242705
46,ALB,Hybrid,Total,0.000161798436960178,6180.529421592149,458434.32925567
47,ALB,Hybrid,Total,1.93059158259596e-05,51797.5945308616,590554.6766403411
48,ALB,Hybrid,Total,2.03223738427937e-06,492068.49934738205,760751.985280049
49,ALB,Hybrid,Total,8.094e-08,12354830.7388189,980000.0
50,ARG,Hybrid,Total,12.0,0.0833333333333333,3.0
51,ARG,Hybrid,Total,11.1428102425542,0.0897439674760875,3.9291959242097794
52,ARG,Hybrid,Total,10.305721683507901,0.0970334762290626,5.14619353694225
53,ARG,Hybrid,Total,9.57985100443318,0.10438575709969199,6.740134223516071
54,ARG,Hybrid,Total,8.980349357813289,0.11135424248611901,8.82776930655541
55,ARG,Hybrid,Total,8.40587054843997,0.118964477770311,11.5620117263939
56,ARG,Hybrid,Total,7.85585825485509,0.12729353910910698,15.1431364503375
57,ARG,Hybrid,Total,7.329756155600519,0.13643018659439599,19.8334500068063
58,ARG,Hybrid,Total,6.82700792921812,0.146477052666105,25.9765036432539
59,ARG,Hybrid,Total,6.3470572542497505,0.157553329037711,34.0222574134312
60,ARG,Hybrid,Total,5.88934780923729,0.169798088411679,44.56003838709
61,ARG,Hybrid,Total,5.453323272722599,0.18337442142885202,58.361707071061794
62,ARG,Hybrid,Total,5.0384273232475305,0.198474630245425,76.4381938511805
63,ARG,Hybrid,Total,4.64410363935397,0.215326805268951,100.11354657800501
64,ARG,Hybrid,Total,4.26979589958377,0.23420323207895802,131.121913057495
65,ARG,Hybrid,Total,3.9149477824787997,0.25543124852787596,171.734562120032
66,ARG,Hybrid,Total,3.5790029665809304,0.279407424173027,224.926247175994
67,ARG,Hybrid,Total,3.2614051304320197,0.3066163080045,294.59309788390595
68,ARG,Hybrid,Total,2.96159795257393,0.337655554877359,385.83799983525904
69,ARG,Hybrid,Total,2.67902511154854,0.37327011071649796,505.34436545265197
70,ARG,Hybrid,Total,2.4131302858977004,0.414399506667329,661.865673686312
71,ARG,Hybrid,Total,2.16335715416329,0.46224452493918605,866.8666358075391
72,ARG,Hybrid,Total,1.9291493948871699,0.518363172209629,1135.3629507494802
73,ARG,Hybrid,Total,1.7099506866112102,0.5848121865910699,1487.02115952788
74,ARG,Hybrid,Total,1.5052047078772601,0.664361461777692,1947.5991597435502
75,ARG,Hybrid,Total,1.3143551372272,0.7608293768376991,2550.8328934862398
76,ARG,Hybrid,Total,1.1368456532028899,0.87962688442591,3340.9074028088003
77,ARG,Hybrid,Total,0.9721199343462041,1.0286796563559302,4375.693250092871
78,ARG,Hybrid,Total,0.8196216591989979,1.22007512707422,5730.9853612857205
79,ARG,Hybrid,Total,0.70097600713599,1.4265823506367201,7506.05477442325
80,ARG,Hybrid,Total,0.597990330696736,1.672267842249,9830.919942186421
81,ARG,Hybrid,Total,0.505567009014056,1.9779771665682302,12875.8701893572
82,ARG,Hybrid,Total,0.42315183835574205,2.3632179027881297,16863.938889558798
83,ARG,Hybrid,Total,0.35019061498958604,2.8555876633922304,22087.239983659103
84,ARG,Hybrid,Total,0.286129135183381,3.4949254620963197,28928.364440278798
85,ARG,Hybrid,Total,0.23041319520492,4.34002922059494,37888.4038842663
86,ARG,Hybrid,Total,0.18248859132199696,5.47979461486184,49623.6540389577
87,ARG,Hybrid,Total,0.14180111980240198,7.052130486652611,64993.6863980896
88,ARG,Hybrid,Total,0.10779657691392999,9.27673242164683,85124.3092315809
89,ARG,Hybrid,Total,0.0799207589243731,12.5123936941874,111490.02962796699
90,ARG,Hybrid,Total,0.05761946210152401,17.3552470558997,146022.056668078
91,ARG,Hybrid,Total,0.0395719949962085,25.2703964027038,191249.75663498102
92,ARG,Hybrid,Total,0.0249002436383726,40.160249615347,250485.921425427
93,ARG,Hybrid,Total,0.0138169804475756,72.3747134038585,328069.42051224
94,ARG,Hybrid,Total,0.008127242482098791,123.042963490091,429683.009978185
95,ARG,Hybrid,Total,0.00464219804834238,215.41519547126498,562769.577169492
96,ARG,Hybrid,Total,0.0026249918835898,380.953558847752,737077.309627878
97,ARG,Hybrid,Total,0.00123886559686599,807.190063659643,965373.720272455
98,ARG,Hybrid,Total,0.000271008576032615,3689.92012961115,1264380.82901125
99,ARG,Hybrid,Total,1.4269999999999998e-06,700770.847932726,1656000.0
100,BLZ,Hybrid,Total,2.5,0.4,3.0
101,BLZ,Hybrid,Total,2.33139791525555,0.42892720863156,3.76704498585823
102,BLZ,Hybrid,Total,2.16596453342135,0.4616880768681861,4.7302093084932
103,BLZ,Hybrid,Total,2.0068685574076497,0.49828873760010495,5.93963708587307
104,BLZ,Hybrid,Total,1.8862644120806202,0.530148368169107,7.458293367385241
105,BLZ,Hybrid,Total,1.77187376394596,0.564374291412839,9.3652422108894
106,BLZ,Hybrid,Total,1.6621302974446002,0.6016375500389021,11.759762903959599
107,BLZ,Hybrid,Total,1.5569438937576499,0.6422839024638979,14.7665186274142
108,BLZ,Hybrid,Total,1.4562244340662198,0.6867073348080671,18.5420466513275
109,BLZ,Hybrid,Total,1.3598817995514199,0.735358029153614,23.2829079551442
110,BLZ,Hybrid,Total,1.26782587139435,0.7887518487852,29.2359205562082
111,BLZ,Hybrid,Total,1.1799665307761202,0.84748166487591,36.7110093127379
112,BLZ,Hybrid,Total,1.09621365887784,0.912230924967369,46.097341185781296
113,BLZ,Hybrid,Total,1.01647713688062,0.983789958197005,57.883585991764406
114,BLZ,Hybrid,Total,0.940666845965569,1.06307563011167,72.6833574579231
115,BLZ,Hybrid,Total,0.8686926673137858,1.15115510654907,91.26715908907009
116,BLZ,Hybrid,Total,0.800464482106383,1.24927466783854,114.60249800666901
117,BLZ,Hybrid,Total,0.7358921715244681,1.35889473851639,143.90425516095
118,BLZ,Hybrid,Total,0.6748856167491489,1.4817325709457099,180.69793428257302
119,BLZ,Hybrid,Total,0.617354698961532,1.6198143493232098,226.899082431368
120,BLZ,Hybrid,Total,0.563209299342727,1.77553886480037,284.913016922973
121,BLZ,Hybrid,Total,0.5123592990738409,1.95175534396982,357.760050601808
122,BLZ,Hybrid,Total,0.46471457933598104,2.1518584620884402,449.232734919975
123,BLZ,Hybrid,Total,0.420185021310255,2.37990396916511,564.09330718789
124,BLZ,Hybrid,Total,0.37868050617777005,2.64074855633195,708.3216214661079
125,BLZ,Hybrid,Total,0.34011091511963504,2.94021731013321,889.426470839624
126,BLZ,Hybrid,Total,0.304386129316958,3.28530081920618,1116.83650908866
127,BLZ,Hybrid,Total,0.271416029950844,3.6843807647658395,1402.39112386195
128,BLZ,Hybrid,Total,0.241110498202403,4.1474759807453,1760.95681711874
129,BLZ,Hybrid,Total,0.21337941525274304,4.68648767649646,2211.20118274668
130,BLZ,Hybrid,Total,0.18813266228297,5.31539812313878,2776.5647760632105
131,BLZ,Hybrid,Total,0.166996829744419,5.988137628303799,3486.48147252649
132,BLZ,Hybrid,Total,0.148823316815979,6.71937718762513,4377.9108497895095
133,BLZ,Hybrid,Total,0.13227954346839302,7.559747892832281,5497.2623717446295
134,BLZ,Hybrid,Total,0.116923454737664,8.55260394284157,6902.811551142579
135,BLZ,Hybrid,Total,0.10228696799182302,9.77641648425768,8667.733880685291
136,BLZ,Hybrid,Total,0.0879832422764703,11.365800738028,10883.914484663
137,BLZ,Hybrid,Total,0.073812411592506,13.547857039554101,13666.7318286531
138,BLZ,Hybrid,Total,0.0595331273734932,16.7973705417203,17161.0645360656
139,BLZ,Hybrid,Total,0.0441881907104231,22.6304807669828,21548.8340375251
140,BLZ,Hybrid,Total,0.0276188486416507,36.2071574009044,27058.4757373834
141,BLZ,Hybrid,Total,0.0160722743854735,62.2189477367202,33976.831783825495
142,BLZ,Hybrid,Total,0.009688262467721141,103.21768256503701,42664.0846022027
143,BLZ,Hybrid,Total,0.00551934135297846,181.18103883180902,53572.5086589863
144,BLZ,Hybrid,Total,0.00297852253993584,335.736925469612,67270.01670789349
145,BLZ,Hybrid,Total,0.00113313567642817,882.506853152984,84469.7263793565
146,BLZ,Hybrid,Total,0.000132283347782436,7559.53048334308,106067.086404724
147,BLZ,Hybrid,Total,6.53197391841936e-06,153093.07913494902,133186.495335169
148,BLZ,Hybrid,Total,2.80158697310396e-07,3569405.51765942,167239.839812125
149,BLZ,Hybrid,Total,1.248e-15,801282051282051.0,210000.0
150,BOL,Hybrid,Total,9.0,0.111111111111111,3.0
151,BOL,Hybrid,Total,8.05702955230662,0.124115220567078,4.03322946094535
152,BOL,Hybrid,Total,7.1409886633363,0.14003663178101097,5.422313294879169
153,BOL,Hybrid,Total,6.278806891812089,0.159265926987507,7.28981124246076
154,BOL,Hybrid,Total,5.4974137964570495,0.181903716370137,9.800493822607779
155,BOL,Hybrid,Total,4.84949247505408,0.206207145416562,13.175880139051499
156,BOL,Hybrid,Total,4.3383325617031,0.23050330646100398,17.7137826502358
157,BOL,Hybrid,Total,3.8809273138407003,0.257670375952072,23.8145833499045
158,BOL,Hybrid,Total,3.47019680935655,0.288168093897078,32.0165597223244
159,BOL,Hybrid,Total,3.09906112614029,0.32267837235125607,43.0433773033984
160,BOL,Hybrid,Total,2.76044034208157,0.36226104391951097,57.8679391462175
161,BOL,Hybrid,Total,2.49496304026988,0.400807540576565,77.79822566957229
162,BOL,Hybrid,Total,2.25902343600631,0.44266915697337,104.592698593265
163,BOL,Hybrid,Total,2.04423998383366,0.489179356586427,140.615451122044
164,BOL,Hybrid,Total,1.8487949259141299,0.540892873505456,189.044793376516
165,BOL,Hybrid,Total,1.67087050440991,0.598490426014891,254.15367669482998
166,BOL,Hybrid,Total,1.5086489614831902,0.662844721025677,341.686698817722
167,BOL,Hybrid,Total,1.36031253929617,0.735125179774793,459.366953361599
168,BOL,Hybrid,Total,1.22404348001104,0.8169644431184571,617.57744322757
169,BOL,Hybrid,Total,1.09802402579001,0.910726884396282,830.2771794802451
170,BOL,Hybrid,Total,0.9826269378571859,1.01768022173369,1116.2327936767801
171,BOL,Hybrid,Total,0.8781858885395959,1.1387110782012,1500.67432957684
172,BOL,Hybrid,Total,0.7807328073924442,1.28084792970323,2017.5213057779001
173,BOL,Hybrid,Total,0.6900478740398149,1.44917481470612,2712.37545618279
174,BOL,Hybrid,Total,0.605911268105797,1.65040667278924,3646.54419967383
175,BOL,Hybrid,Total,0.5281031692144761,1.8935693975998,4902.44983225461
176,BOL,Hybrid,Total,0.456403756989938,2.1910424370631296,6590.9016980853
177,BOL,Hybrid,Total,0.390593211056269,2.5602083489770098,8860.87296763745
178,BOL,Hybrid,Total,0.330451711037558,3.02616075692325,11912.6446342565
179,BOL,Hybrid,Total,0.27575943655788804,3.62634915592481,16015.4764322186
180,BOL,Hybrid,Total,0.226296567241349,4.41897997919467,21531.3637925
181,BOL,Hybrid,Total,0.18184328271202502,5.49924080277217,28946.9769274143
182,BOL,Hybrid,Total,0.14217976259400303,7.03334976620774,38916.6000496509
183,BOL,Hybrid,Total,0.110969617597863,9.01147558806458,52319.859280026394
184,BOL,Hybrid,Total,0.0875599187669623,11.4207506594594,70339.3326135724
185,BOL,Hybrid,Total,0.0674122101270286,14.834107917774,94564.8895200981
186,BOL,Hybrid,Total,0.0497156635667853,20.114385050028698,127133.966127834
187,BOL,Hybrid,Total,0.0336634578133645,29.7058016304848,170920.152557869
188,BOL,Hybrid,Total,0.0197319562299231,50.6792123572381,229786.73158855698
189,BOL,Hybrid,Total,0.0102218296147606,97.8298443319751,308927.53852577
190,BOL,Hybrid,Total,0.00497584398921816,200.97093119616198,415325.21655982104
191,BOL,Hybrid,Total,0.0018058898785424699,553.743620738988,558367.299767525
192,BOL,Hybrid,Total,0.000381532997384119,2621.0052783277897,750674.481150295
193,BOL,Hybrid,Total,0.00011290875441756299,8856.70916447952,1009214.14431841
194,BOL,Hybrid,Total,2.2315534729478e-05,44811.832300798,1356797.40642259
195,BOL,Hybrid,Total,1.68527919901943e-06,593373.490031707,1824091.75737261
196,BOL,Hybrid,Total,1.3467786937130802e-07,7425124.88999209,2452326.87176759
197,BOL,Hybrid,Total,2.4686879666455203e-09,405073469.596407,3296932.32902699
198,BOL,Hybrid,Total,1.1920436173279e-11,83889547786.9855,4432428.20005828
199,BOL,Hybrid,Total,1.2930000000000003e-16,7733952049497290.0,5959000.0
200,BTN,Hybrid,Total,1.0,1.0,5.0
201,BTN,Hybrid,Total,0.952594946647792,1.04976412432065,6.303637356346151
202,BTN,Hybrid,Total,0.905633567866565,1.10419935333861,7.94716878406454
203,BTN,Hybrid,Total,0.8595595382273,1.1633865433712,10.0192140048835
204,BTN,Hybrid,Total,0.8148165323009781,1.2272701404033601,12.631498336482
205,BTN,Hybrid,Total,0.771848224658579,1.29559150109122,15.924876956094401
206,BTN,Hybrid,Total,0.734728669889009,1.36104665706194,20.0769298551306
207,BTN,Hybrid,Total,0.703209250129923,1.42205182854925,25.311537007108498
208,BTN,Hybrid,Total,0.67285300192256,1.48620872187933,31.910950044909395
209,BTN,Hybrid,Total,0.6436169055303149,1.55371928768098,40.231011355917396
210,BTN,Hybrid,Total,0.615457941216579,1.62480639704363,50.7203412133494
211,BTN,Hybrid,Total,0.5883330892447471,1.69971741906225,63.9445275198185
212,BTN,Hybrid,Total,0.5621993298782121,1.778728552054,80.6166224815665
213,BTN,Hybrid,Total,0.537013643380365,1.8621500818959702,101.635590603452
214,BTN,Hybrid,Total,0.512733010014601,1.9503327862029498,128.134781132444
215,BTN,Hybrid,Total,0.48931441004431203,2.04367576239874,161.543038598743
216,BTN,Hybrid,Total,0.466714823732891,2.14263603628822,203.661746553741
217,BTN,Hybrid,Total,0.44489123134373204,2.2477404128187404,256.761958726973
218,BTN,Hybrid,Total,0.42380061314022793,2.35960017280371,323.706854943991
219,BTN,Hybrid,Total,0.403399949385771,2.4789294136566697,408.106124666053
220,BTN,Hybrid,Total,0.38364622034375506,2.60656810095504,514.510602559718
221,BTN,Hybrid,Total,0.364496406277572,2.74351127412345,648.657650906322
222,BTN,Hybrid,Total,0.34590748745061606,2.8909463838731404,817.7805199465669
223,BTN,Hybrid,Total,0.32783644412628005,3.050301508318,1030.99836696547
224,BTN,Hybrid,Total,0.310240256567956,3.2233083193733,1299.80796406708
225,BTN,Hybrid,Total,0.293075905039039,3.4120853431018,1638.7036076739003
226,BTN,Hybrid,Total,0.27630036980292,3.61924958954373,2065.9586554624802
227,BTN,Hybrid,Total,0.25987063112299397,3.8480685396369902,2604.6108314479998
228,BTN,Hybrid,Total,0.24209886834030497,4.13054388422154,3283.70442717188
229,BTN,Hybrid,Total,0.22205618400110502,4.50336478805304,4139.856378863979
230,BTN,Hybrid,Total,0.202371478199617,4.94140779568558,5219.23066394298
231,BTN,Hybrid,Total,0.18310334318246,5.461396731590611,6580.027476923659
232,BTN,Hybrid,Total,0.164310371196254,6.086043094660099,8295.62140186402
233,BTN,Hybrid,Total,0.146051154487618,6.84691609257205,10458.5177925789
234,BTN,Hybrid,Total,0.128384285303172,7.78911529272104,13185.3406898623
235,BTN,Hybrid,Total,0.111368355889535,8.979211303001449,16623.121225753403
236,BTN,Hybrid,Total,0.095061958493326,10.5194550569901,20957.2255875459
237,BTN,Hybrid,Total,0.0795236853611649,12.574869932881,26421.3500198056
238,BTN,Hybrid,Total,0.0648121287396709,15.4292108505905,33310.1217979887
239,BTN,Hybrid,Total,0.0509858808754634,19.6132729851735,41994.9856220484
240,BTN,Hybrid,Total,0.0381035340151618,26.244284837256497,52944.2320292728
241,BTN,Hybrid,Total,0.0262236804053855,38.133472668261795,66748.2477645566
242,BTN,Hybrid,Total,0.015404912292754001,64.91435854979629,84151.3496158615
243,BTN,Hybrid,Total,0.00570582192388668,175.259588073303,106091.918205098
244,BTN,Hybrid,Total,0.0008307380581107419,1203.74887154465,133752.995760815
245,BTN,Hybrid,Total,0.000446176759633854,2241.26420394606,168626.07612021698
246,BTN,Hybrid,Total,0.00015533655979919,6437.63452269538,212591.52653709397
247,BTN,Hybrid,Total,2.70692726324572e-05,36942.2560250459,268019.977664376
248,BTN,Hybrid,Total,4.29430681407088e-06,232866.453957915,337900.148690444
249,BTN,Hybrid,Total,2.1440000000000001e-07,4664179.10447761,426000.0
250,CHL,Hybrid,Total,20.0,0.05,3.0
251,CHL,Hybrid,Total,18.9909030343395,0.0526567903691462,4.05453275710792
252,CHL,Hybrid,Total,17.984177768168102,0.0556044325679429,5.47974529282038
253,CHL,Hybrid,Total,16.9821959009746,0.0588851998782212,7.4059355967827205
254,CHL,Hybrid,Total,15.987329132248199,0.062549534805216,10.009202824729
255,CHL,Hybrid,Total,15.001949161477699,0.0666580048523176,13.527546908467
256,CHL,Hybrid,Total,14.028427688152199,0.0712838261157777,18.2826273545645
257,CHL,Hybrid,Total,13.0691364117607,0.0765161498429322,24.709170498359605
258,CHL,Hybrid,Total,12.1264470317921,0.0824643852711583,33.394713728854605
259,CHL,Hybrid,Total,11.202731247735601,0.0892639462543683,45.1333202426275
260,CHL,Hybrid,Total,10.30036075908,0.0970839782595457,60.998175120258296
261,CHL,Hybrid,Total,9.42170726531439,0.10613787627232499,82.4396997162975
262,CHL,Hybrid,Total,8.569142465927749,0.11669779140400098,111.418154328623
263,CHL,Hybrid,Total,7.74503806040908,0.12911492392939697,150.58285215396901
264,CHL,Hybrid,Total,6.9517657482473805,0.143848345328971,203.514368905669
265,CHL,Hybrid,Total,6.19169722893163,0.161506605220835,275.051891756726
266,CHL,Hybrid,Total,5.4672042019508496,0.18290884391023302,371.735635010716
267,CHL,Hybrid,Total,4.780658366794019,0.20917621031987998,502.40476971175303
268,CHL,Hybrid,Total,4.13443142295014,0.24187122670581,679.005532041188
269,CHL,Hybrid,Total,3.53089506990822,0.283214306911135,917.683390639496
270,CHL,Hybrid,Total,2.9724210071572403,0.33642609764636894,1240.25912266723
271,CHL,Hybrid,Total,2.4613809341862,0.406275999830406,1676.22374671874
272,CHL,Hybrid,Total,2.0001465504841103,0.49996336506340505,2265.4346964377696
273,CHL,Hybrid,Total,1.59108955553997,0.628500134714687,3061.7597285985803
274,CHL,Hybrid,Total,1.2365816488427501,0.808680931773365,4138.0017046656
275,CHL,Hybrid,Total,0.938994529881472,1.0649689302516299,5592.554486845041
276,CHL,Hybrid,Total,0.700699898145124,1.42714449173915,7558.39845427468
277,CHL,Hybrid,Total,0.52457988175686,1.90628736399673,10215.2580413769
278,CHL,Hybrid,Total,0.39706191369578203,2.51849891794501,13806.0327836908
279,CHL,Hybrid,Total,0.295528742175651,3.38376562847359,18659.0040557268
280,CHL,Hybrid,Total,0.21585909710184698,4.63265163908371,25217.8477196512
281,CHL,Hybrid,Total,0.154457935291663,6.474254612504691,34082.196547695
282,CHL,Hybrid,Total,0.10815668971797197,9.24584510313314,46062.46077894
283,CHL,Hybrid,Total,0.0742058625297169,13.476024210344999,62253.9187004037
284,CHL,Hybrid,Total,0.0500543551031235,19.9782815689018,84136.85087637321
285,CHL,Hybrid,Total,0.0333294784849475,30.0034697648098,113711.87265272
286,CHL,Hybrid,Total,0.0219475343963842,45.5632045923459,153682.837514179
287,CHL,Hybrid,Total,0.0142747119651629,70.0539529232166,207704.032968844
288,CHL,Hybrid,Total,0.009210680216734409,108.569614455092,280714.2684852
289,CHL,Hybrid,Total,0.00594798129207421,168.124267864211,379388.398986944
290,CHL,Hybrid,Total,0.00386264598080753,258.88989179146597,512747.56378643
291,CHL,Hybrid,Total,0.00262245546041315,381.322014842706,692983.931166455
292,CHL,Hybrid,Total,0.0019252308411430398,519.418232156662,936575.349687938
293,CHL,Hybrid,Total,0.000827188221086073,1208.91469983341,1265791.81160318
294,CHL,Hybrid,Total,0.000424539587621511,2355.4929367188397,1710731.45460802
295,CHL,Hybrid,Total,0.000176915695327744,5652.4097432252,2312072.24044104
296,CHL,Hybrid,Total,7.050513454335201e-05,14183.364183003201,3124790.87855603
297,CHL,Hybrid,Total,1.71330935845388e-05,58366.5754853763,4223188.99207248
298,CHL,Hybrid,Total,5.35326405346748e-07,1868019.19354654,5707686.03593849
299,CHL,Hybrid,Total,5.75e-10,1739130434.78261,7714000.0
300,COL,Hybrid,Total,97.75,0.010230179028133002,3.0
301,COL,Hybrid,Total,89.11825697708821,0.0112210453157437,4.16115263142631
302,COL,Hybrid,Total,80.69476267821399,0.012392377978576999,5.77173040734205
303,COL,Hybrid,Total,72.6889068909977,0.0137572573694026,8.00568372413154
304,COL,Hybrid,Total,65.6404461105626,0.0152345095021998,11.1042906316789
305,COL,Hybrid,Total,58.9009869355146,0.0169776442132423,15.4022160607111
306,COL,Hybrid,Total,52.46739072230721,0.0190594574312391,21.363657296941604
307,COL,Hybrid,Total,46.3365188273936,0.021581250065959,29.6324795926861
308,COL,Hybrid,Total,40.5052326072274,0.0246881683089401,41.101756810930794
309,COL,Hybrid,Total,34.9703934182618,0.0285956176711982,57.0102278366831
310,COL,Hybrid,Total,29.7288626169502,0.033637344720677004,79.0760865269424
311,COL,Hybrid,Total,24.777501559745897,0.0403591943113676,109.682555178161
312,COL,Hybrid,Total,20.113171603102398,0.049718662960433,152.135284367055
313,COL,Hybrid,Total,16.9045417227846,0.059155700071547,211.019379625587
314,COL,Hybrid,Total,14.3565662326939,0.0696545388215964,292.694615603653
315,COL,Hybrid,Total,12.069990713840301,0.0828501051664711,405.982323307818
316,COL,Hybrid,Total,10.0324207115912,0.09967684058989099,563.118137648299
317,COL,Hybrid,Total,8.23146177131411,0.12148510529258698,781.0735067597009
318,COL,Hybrid,Total,6.6547194383763895,0.15026929523628102,1083.3886926635
319,COL,Hybrid,Total,5.2897992581455195,0.189043090521846,1502.71523644475
320,COL,Hybrid,Total,4.12430677598894,0.24246498970974698,2084.3424868055
321,COL,Hybrid,Total,3.1458475372741,0.317879359425825,2891.08907458812
322,COL,Hybrid,Total,2.34202708736843,0.426980544073735,4010.0876368034
323,COL,Hybrid,Total,1.7004509716393799,0.588079289952074,5562.19557404487
324,COL,Hybrid,Total,1.20872473545438,0.8273182228078442,7715.048249814859
325,COL,Hybrid,Total,0.854453924180881,1.1703381208748602,10701.1644420994
326,COL,Hybrid,Total,0.6252440831863211,1.59937539097352,14843.0595258558
327,COL,Hybrid,Total,0.508700757838142,1.96579223559596,20588.078734810802
328,COL,Hybrid,Total,0.36774085610239604,2.71930622721331,28556.71266779
329,COL,Hybrid,Total,0.269292433571645,3.7134351928753797,39609.613354153196
330,COL,Hybrid,Total,0.21075322668868,4.74488583502059,54940.548946137904
331,COL,Hybrid,Total,0.16496834461725102,6.061769015868701,76205.3366064093
332,COL,Hybrid,Total,0.127181043748766,7.86280699170393,105700.678982829
333,COL,Hybrid,Total,0.0966930985970359,10.3419997343084,146612.219497649
334,COL,Hybrid,Total,0.0721540968158408,13.8592269064403,203358.607653965
335,COL,Hybrid,Total,0.0526286541825457,19.001055898777896,282068.73512083
336,COL,Hybrid,Total,0.0374395182210166,26.709745411164302,391243.686463711
337,COL,Hybrid,Total,0.0255944574883708,39.0709590330002,542674.8984858011
338,COL,Hybrid,Total,0.0167337673214986,59.759406282365106,752717.693947732
339,COL,Hybrid,Total,0.0105502081279977,94.7848599636853,1044057.73763059
340,COL,Hybrid,Total,0.00641121996572405,155.976554438351,1448161.20076751
341,COL,Hybrid,Total,0.0035841879841594796,279.003223162277,2008673.26376773
342,COL,Hybrid,Total,0.00181561911851038,550.776310848968,2786132.01240092
343,COL,Hybrid,Total,0.0008411713946316309,1188.8183625620402,3864506.8516344
344,COL,Hybrid,Total,0.000251530342738533,3975.6634889950606,5360267.61828117
345,COL,Hybrid,Total,3.46748476234389e-05,28839.3480732714,7434963.90165332
346,COL,Hybrid,Total,1.7042892519098601e-06,586754.859176271,10312673.2013081
347,COL,Hybrid,Total,1.27841230812377e-08,78222025.3704866,14304202.4095543
348,COL,Hybrid,Total,5.7846780011751104e-11,17287046915.9538,19840656.4989905
349,COL,Hybrid,Total,7.261000000000001e-20,1.37722076848919e+19,27520000.0
350,COM,Hybrid,Total,1.33333333333333,0.75,3.0
351,COM,Hybrid,Total,1.3486240364236701,0.7414964979059979,3.79153992565044
352,COM,Hybrid,Total,1.3629055685072198,0.733726549444867,4.791925002600441
353,COM,Hybrid,Total,1.3751687585772299,0.727183477491605,6.05625832269405
